venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario_x;costo_unitario_x;descuento_porcentaje;venta_neta;costo_total;utilidad;producto;categoria;costo_unitario_y;precio_unitario_y;cliente;ciudad_cliente;segmento;tienda;ciudad_tienda;region;vendedor;tienda_id_vendedor;anio;mes;nombre_mes;periodo
500;2025-08-21;6;51;1;1;2;125.45;96;5;238.35;192;46.35;Parlante;Tecnología;96;125.45;Jorge Ramírez;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;8;August;2025-08
501;2024-01-06;18;81;5;10;1;377.84;282;0;377.84;282;95.84;Mancuernas;Deportes;282;377.84;María García;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;1;January;2024-01
502;2025-12-17;5;385;4;4;1;69.39;47;0;69.39;47;22.39;Smartwatch;Tecnología;47;69.39;Camila Castro;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;12;December;2025-12
503;2023-12-08;2;290;5;15;5;1150.48;670;0;5752.4;3350;2402.4;Mouse;Tecnología;670;1150.48;Luis Rojas;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;12;December;2023-12
504;2025-10-05;24;172;4;9;4;405.54;306;0;1622.16;1224;398.16;Shampoo;Belleza;306;405.54;Jorge Ramírez;Lima;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;10;October;2025-10
505;2023-12-16;7;113;5;15;2;522.78;346;15;888.73;692;196.73;Lámpara;Hogar;346;522.78;Jorge Flores;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;12;December;2023-12
506;2025-01-13;6;128;4;4;2;125.45;96;15;213.26;192;21.26;Parlante;Tecnología;96;125.45;Valeria Ramírez;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;1;January;2025-01
507;2025-11-14;10;341;5;5;5;1154.83;660;0;5774.15;3300;2474.15;Mesa auxiliar;Hogar;660;1154.83;Lucía Quispe;Cusco;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;11;November;2025-11
508;2025-07-17;23;389;1;6;3;1081.01;680;0;3243.03;2040;1203.03;Crema facial;Belleza;680;1081.01;Lucía Castro;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;7;July;2025-07
509;2025-09-27;18;145;4;4;4;377.84;282;0;1511.36;1128;383.36;Mancuernas;Deportes;282;377.84;Carlos Rojas;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;9;September;2025-09
510;2024-12-22;15;396;4;4;3;74.85;55;0;224.55;165;59.55;Zapatillas;Moda;55;74.85;Diego Rojas;Cusco;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;12;December;2024-12
511;2025-11-16;17;308;1;1;2;439.51;310;0;879.02;620;259.02;Pelota;Deportes;310;439.51;María Quispe;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;11;November;2025-11
512;2024-08-20;9;76;1;11;3;316.86;233;10;855.52;699;156.52;Silla;Hogar;233;316.86;Jorge Castro;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;8;August;2024-08
513;2024-05-22;9;149;3;8;1;316.86;233;15;269.33;233;36.33;Silla;Hogar;233;316.86;Alex Castro;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;5;May;2024-05
514;2025-05-21;21;269;1;11;5;382.02;244;0;1910.1;1220;690.1;Bicicleta estática;Deportes;244;382.02;Alex Rojas;Arequipa;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;5;May;2025-05
515;2025-02-15;4;176;5;5;1;1059.28;606;5;1006.32;606;400.32;Monitor;Tecnología;606;1059.28;Diego Flores;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;2;February;2025-02
516;2023-11-11;26;433;1;11;2;835.82;478;10;1504.48;956;548.48;Set maquillaje;Belleza;478;835.82;Jorge Mendoza;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;11;November;2023-11
517;2023-01-14;12;22;2;2;2;181.86;114;5;345.53;228;117.53;Casaca;Moda;114;181.86;Camila Ramírez;Lima;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;1;January;2023-01
518;2024-06-24;21;158;2;7;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Luis Ramírez;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;6;June;2024-06
519;2024-08-08;15;255;1;11;4;74.85;55;15;254.49;220;34.49;Zapatillas;Moda;55;74.85;Diego Flores;Cusco;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;8;August;2024-08
520;2025-03-14;3;428;4;14;1;212.75;123;0;212.75;123;89.75;Teclado;Tecnología;123;212.75;María García;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;3;March;2025-03
521;2024-02-01;2;94;2;12;5;1150.48;670;5;5464.78;3350;2114.78;Mouse;Tecnología;670;1150.48;Jorge Castro;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;2;February;2024-02
522;2024-10-06;22;352;5;15;2;96.8;77;0;193.6;154;39.6;Perfume;Belleza;77;96.8;Valeria Mendoza;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;10;October;2024-10
523;2023-06-04;14;139;3;8;5;361.58;231;0;1807.9;1155;652.9;Jean;Moda;231;361.58;Valeria Ramírez;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;6;June;2023-06
524;2025-06-15;5;96;1;1;3;69.39;47;15;176.94;141;35.94;Smartwatch;Tecnología;47;69.39;Carlos Flores;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;6;June;2025-06
525;2023-11-06;19;486;1;6;4;244.74;140;0;978.96;560;418.96;Mat yoga;Deportes;140;244.74;Carlos Ramírez;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;11;November;2023-11
526;2025-11-10;2;420;4;4;4;1150.48;670;5;4371.82;2680;1691.82;Mouse;Tecnología;670;1150.48;Lucía Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;11;November;2025-11
527;2023-11-02;18;91;4;14;1;377.84;282;5;358.95;282;76.95;Mancuernas;Deportes;282;377.84;Diego Mendoza;Arequipa;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;11;November;2023-11
528;2025-03-12;19;460;2;12;4;244.74;140;5;930.01;560;370.01;Mat yoga;Deportes;140;244.74;Lucía Torres;Lima;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;3;March;2025-03
529;2025-01-03;11;305;2;7;3;519.38;363;5;1480.23;1089;391.23;Juego de sábanas;Hogar;363;519.38;Luis Rojas;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;1;January;2025-01
530;2025-03-22;10;64;1;6;3;1154.83;660;10;3118.04;1980;1138.04;Mesa auxiliar;Hogar;660;1154.83;Valeria Torres;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;3;March;2025-03
531;2023-07-26;12;474;3;13;2;181.86;114;0;363.72;228;135.72;Casaca;Moda;114;181.86;Ana Quispe;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;7;July;2023-07
532;2023-12-21;25;437;4;9;4;978.48;682;0;3913.92;2728;1185.92;Plancha cabello;Belleza;682;978.48;Carlos Torres;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;12;December;2023-12
533;2023-11-29;11;201;1;1;4;519.38;363;0;2077.52;1452;625.52;Juego de sábanas;Hogar;363;519.38;María Ramírez;Trujillo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;11;November;2023-11
534;2024-08-25;2;147;4;14;2;1150.48;670;0;2300.96;1340;960.96;Mouse;Tecnología;670;1150.48;Valeria Flores;Cusco;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;8;August;2024-08
535;2024-04-26;15;38;1;1;5;74.85;55;0;374.25;275;99.25;Zapatillas;Moda;55;74.85;Ana Rojas;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;4;April;2024-04
536;2025-06-23;20;425;3;8;5;479.99;293;5;2279.95;1465;814.95;Tomatodo;Deportes;293;479.99;Alex Torres;Trujillo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;6;June;2025-06
537;2023-11-30;19;194;5;15;3;244.74;140;10;660.8;420;240.8;Mat yoga;Deportes;140;244.74;Carlos Torres;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;11;November;2023-11
538;2023-12-16;5;149;4;4;1;69.39;47;0;69.39;47;22.39;Smartwatch;Tecnología;47;69.39;Alex Castro;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;12;December;2023-12
539;2025-03-12;13;393;1;6;4;770.23;523;10;2772.83;2092;680.83;Polo;Moda;523;770.23;Valeria Flores;Arequipa;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;3;March;2025-03
540;2025-09-14;23;96;5;15;1;1081.01;680;0;1081.01;680;401.01;Crema facial;Belleza;680;1081.01;Carlos Flores;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;9;September;2025-09
541;2025-01-27;2;14;3;13;5;1150.48;670;10;5177.16;3350;1827.16;Mouse;Tecnología;670;1150.48;Jorge Rojas;Arequipa;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;1;January;2025-01
542;2023-04-06;11;238;3;8;5;519.38;363;5;2467.05;1815;652.05;Juego de sábanas;Hogar;363;519.38;Lucía Rojas;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;4;April;2023-04
543;2024-02-11;11;190;2;2;2;519.38;363;0;1038.76;726;312.76;Juego de sábanas;Hogar;363;519.38;Luis Mendoza;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;2;February;2024-02
544;2025-04-16;12;475;5;15;2;181.86;114;0;363.72;228;135.72;Casaca;Moda;114;181.86;Diego Ramírez;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;4;April;2025-04
545;2023-06-20;22;256;1;6;2;96.8;77;5;183.92;154;29.92;Perfume;Belleza;77;96.8;Valeria García;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;6;June;2023-06
546;2025-06-03;12;353;5;15;2;181.86;114;0;363.72;228;135.72;Casaca;Moda;114;181.86;Lucía Flores;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;6;June;2025-06
547;2024-06-14;10;202;2;7;4;1154.83;660;10;4157.39;2640;1517.39;Mesa auxiliar;Hogar;660;1154.83;Diego Flores;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;6;June;2024-06
548;2023-10-13;5;128;5;15;2;69.39;47;15;117.96;94;23.96;Smartwatch;Tecnología;47;69.39;Valeria Ramírez;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;10;October;2023-10
549;2024-07-19;6;239;3;3;1;125.45;96;0;125.45;96;29.45;Parlante;Tecnología;96;125.45;Camila Flores;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;7;July;2024-07
550;2025-12-15;17;26;4;9;3;439.51;310;0;1318.53;930;388.53;Pelota;Deportes;310;439.51;Lucía Torres;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;12;December;2025-12
551;2024-06-13;24;52;5;15;4;405.54;306;0;1622.16;1224;398.16;Shampoo;Belleza;306;405.54;Luis Rojas;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;6;June;2024-06
552;2024-11-09;7;12;1;11;1;522.78;346;10;470.5;346;124.5;Lámpara;Hogar;346;522.78;Alex Quispe;Lima;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;11;November;2024-11
553;2023-05-21;9;415;5;15;3;316.86;233;0;950.58;699;251.58;Silla;Hogar;233;316.86;Carlos Torres;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;5;May;2023-05
554;2025-12-19;13;227;4;14;5;770.23;523;0;3851.15;2615;1236.15;Polo;Moda;523;770.23;Luis Castro;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;12;December;2025-12
555;2023-11-07;23;364;3;8;1;1081.01;680;0;1081.01;680;401.01;Crema facial;Belleza;680;1081.01;Ana Flores;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;11;November;2023-11
556;2023-01-31;13;396;2;2;3;770.23;523;0;2310.69;1569;741.69;Polo;Moda;523;770.23;Diego Rojas;Cusco;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;1;January;2023-01
557;2024-08-19;12;387;5;15;3;181.86;114;0;545.58;342;203.58;Casaca;Moda;114;181.86;Luis Flores;Huancayo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;8;August;2024-08
558;2025-11-20;4;487;3;8;4;1059.28;606;10;3813.41;2424;1389.41;Monitor;Tecnología;606;1059.28;Luis Torres;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;11;November;2025-11
559;2025-07-01;22;64;4;9;3;96.8;77;0;290.4;231;59.4;Perfume;Belleza;77;96.8;Valeria Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;7;July;2025-07
560;2023-05-12;17;181;3;13;2;439.51;310;10;791.12;620;171.12;Pelota;Deportes;310;439.51;Alex Rojas;Arequipa;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;5;May;2023-05
561;2025-11-09;10;406;3;13;5;1154.83;660;15;4908.03;3300;1608.03;Mesa auxiliar;Hogar;660;1154.83;Camila Flores;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;11;November;2025-11
562;2024-05-01;5;398;1;11;3;69.39;47;15;176.94;141;35.94;Smartwatch;Tecnología;47;69.39;Camila Rojas;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;5;May;2024-05
563;2024-10-31;23;64;5;10;2;1081.01;680;10;1945.82;1360;585.82;Crema facial;Belleza;680;1081.01;Valeria Torres;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;10;October;2024-10
564;2024-12-06;5;305;2;2;1;69.39;47;5;65.92;47;18.92;Smartwatch;Tecnología;47;69.39;Luis Rojas;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;12;December;2024-12
565;2024-08-29;16;365;5;5;5;142.24;105;0;711.2;525;186.2;Mochila;Moda;105;142.24;Camila Quispe;Arequipa;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;8;August;2024-08
566;2024-01-19;16;44;1;6;4;142.24;105;10;512.06;420;92.06;Mochila;Moda;105;142.24;Diego Ramírez;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;1;January;2024-01
567;2024-10-06;15;500;3;8;1;74.85;55;0;74.85;55;19.85;Zapatillas;Moda;55;74.85;María Quispe;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;10;October;2024-10
568;2024-10-25;9;304;1;11;4;316.86;233;0;1267.44;932;335.44;Silla;Hogar;233;316.86;Jorge Mendoza;Arequipa;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;10;October;2024-10
569;2023-01-20;25;316;2;7;5;978.48;682;5;4647.78;3410;1237.78;Plancha cabello;Belleza;682;978.48;Diego Quispe;Lima;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;1;January;2023-01
570;2023-02-14;8;341;1;1;2;919.26;614;0;1838.52;1228;610.52;Organizador;Hogar;614;919.26;Lucía Quispe;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;2;February;2023-02
571;2023-07-20;2;371;4;14;2;1150.48;670;0;2300.96;1340;960.96;Mouse;Tecnología;670;1150.48;Luis Castro;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;7;July;2023-07
572;2023-07-12;4;369;4;14;4;1059.28;606;5;4025.26;2424;1601.26;Monitor;Tecnología;606;1059.28;Jorge Ramírez;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;7;July;2023-07
573;2023-11-05;9;450;2;12;1;316.86;233;15;269.33;233;36.33;Silla;Hogar;233;316.86;Luis Rojas;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;11;November;2023-11
574;2025-07-07;8;439;4;14;1;919.26;614;0;919.26;614;305.26;Organizador;Hogar;614;919.26;Ana García;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;7;July;2025-07
575;2024-03-08;17;47;1;1;4;439.51;310;15;1494.33;1240;254.33;Pelota;Deportes;310;439.51;Valeria Castro;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;3;March;2024-03
576;2025-06-09;11;452;2;7;1;519.38;363;0;519.38;363;156.38;Juego de sábanas;Hogar;363;519.38;Alex Rojas;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;6;June;2025-06
577;2025-03-06;11;148;2;2;4;519.38;363;5;1973.64;1452;521.64;Juego de sábanas;Hogar;363;519.38;Valeria Flores;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;3;March;2025-03
578;2023-08-07;18;237;1;11;5;377.84;282;10;1700.28;1410;290.28;Mancuernas;Deportes;282;377.84;Lucía García;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;8;August;2023-08
579;2023-01-28;5;18;4;14;5;69.39;47;0;346.95;235;111.95;Smartwatch;Tecnología;47;69.39;Jorge Mendoza;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;1;January;2023-01
580;2025-03-16;18;72;5;5;1;377.84;282;10;340.06;282;58.06;Mancuernas;Deportes;282;377.84;Camila Castro;Trujillo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;3;March;2025-03
581;2024-12-20;13;384;5;15;1;770.23;523;15;654.7;523;131.7;Polo;Moda;523;770.23;Luis Rojas;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;12;December;2024-12
582;2023-01-13;25;27;1;6;2;978.48;682;15;1663.42;1364;299.42;Plancha cabello;Belleza;682;978.48;Jorge Flores;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;1;January;2023-01
583;2025-11-15;10;431;3;13;3;1154.83;660;0;3464.49;1980;1484.49;Mesa auxiliar;Hogar;660;1154.83;Alex Rojas;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;11;November;2025-11
584;2024-11-12;6;294;2;7;2;125.45;96;0;250.9;192;58.9;Parlante;Tecnología;96;125.45;Luis Mendoza;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;11;November;2024-11
585;2023-08-26;9;33;2;7;3;316.86;233;10;855.52;699;156.52;Silla;Hogar;233;316.86;Luis Mendoza;Cusco;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;8;August;2023-08
586;2023-02-01;24;44;5;5;3;405.54;306;0;1216.62;918;298.62;Shampoo;Belleza;306;405.54;Diego Ramírez;Cusco;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;2;February;2023-02
587;2025-06-04;17;372;4;9;2;439.51;310;0;879.02;620;259.02;Pelota;Deportes;310;439.51;Lucía Ramírez;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;6;June;2025-06
588;2024-12-06;21;91;5;5;1;382.02;244;15;324.72;244;80.72;Bicicleta estática;Deportes;244;382.02;Diego Mendoza;Arequipa;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;12;December;2024-12
589;2025-12-19;6;361;2;7;3;125.45;96;5;357.53;288;69.53;Parlante;Tecnología;96;125.45;Carlos Torres;Trujillo;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;12;December;2025-12
590;2025-12-13;7;439;1;6;2;522.78;346;15;888.73;692;196.73;Lámpara;Hogar;346;522.78;Ana García;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;12;December;2025-12
591;2025-02-22;23;276;3;8;3;1081.01;680;15;2756.58;2040;716.58;Crema facial;Belleza;680;1081.01;Camila Ramírez;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;2;February;2025-02
592;2023-06-18;9;420;4;4;5;316.86;233;0;1584.3;1165;419.3;Silla;Hogar;233;316.86;Lucía Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;6;June;2023-06
593;2024-11-27;12;172;2;2;3;181.86;114;0;545.58;342;203.58;Casaca;Moda;114;181.86;Jorge Ramírez;Lima;Frecuente;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;11;November;2024-11
594;2025-01-25;11;301;4;14;2;519.38;363;15;882.95;726;156.95;Juego de sábanas;Hogar;363;519.38;Valeria Ramírez;Huancayo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;1;January;2025-01
595;2025-12-09;26;297;3;13;2;835.82;478;5;1588.06;956;632.06;Set maquillaje;Belleza;478;835.82;Lucía Flores;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;12;December;2025-12
596;2024-11-25;8;321;3;8;3;919.26;614;15;2344.11;1842;502.11;Organizador;Hogar;614;919.26;Ana Torres;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;11;November;2024-11
597;2025-05-20;21;257;3;13;2;382.02;244;15;649.43;488;161.43;Bicicleta estática;Deportes;244;382.02;María Ramírez;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;5;May;2025-05
598;2024-09-03;22;223;2;2;4;96.8;77;10;348.48;308;40.48;Perfume;Belleza;77;96.8;Carlos Quispe;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;9;September;2024-09
599;2023-08-03;16;271;1;1;5;142.24;105;0;711.2;525;186.2;Mochila;Moda;105;142.24;Carlos Castro;Arequipa;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;8;August;2023-08
600;2023-09-06;17;435;3;13;2;439.51;310;15;747.17;620;127.17;Pelota;Deportes;310;439.51;Ana Flores;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;9;September;2023-09
601;2024-05-22;24;45;2;7;1;405.54;306;5;385.26;306;79.26;Shampoo;Belleza;306;405.54;Carlos Flores;Trujillo;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;5;May;2024-05
602;2025-11-28;9;129;1;6;4;316.86;233;5;1204.07;932;272.07;Silla;Hogar;233;316.86;Valeria García;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;11;November;2025-11
603;2025-02-28;12;198;3;13;5;181.86;114;15;772.91;570;202.91;Casaca;Moda;114;181.86;Valeria García;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;2;February;2025-02
604;2023-01-10;23;262;3;13;3;1081.01;680;0;3243.03;2040;1203.03;Crema facial;Belleza;680;1081.01;Jorge García;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;1;January;2023-01
605;2023-02-14;19;418;4;4;3;244.74;140;10;660.8;420;240.8;Mat yoga;Deportes;140;244.74;Alex Quispe;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;2;February;2023-02
606;2023-04-23;15;329;3;8;3;74.85;55;5;213.32;165;48.32;Zapatillas;Moda;55;74.85;Carlos Mendoza;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;4;April;2023-04
607;2024-05-27;17;134;4;4;4;439.51;310;0;1758.04;1240;518.04;Pelota;Deportes;310;439.51;Camila Quispe;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;5;May;2024-05
608;2023-10-20;24;345;1;11;3;405.54;306;15;1034.13;918;116.13;Shampoo;Belleza;306;405.54;Valeria Ramírez;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;10;October;2023-10
609;2025-04-25;23;288;5;5;4;1081.01;680;10;3891.64;2720;1171.64;Crema facial;Belleza;680;1081.01;Alex Torres;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;4;April;2025-04
610;2025-08-14;25;218;1;11;2;978.48;682;15;1663.42;1364;299.42;Plancha cabello;Belleza;682;978.48;Lucía Ramírez;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;8;August;2025-08
611;2025-09-18;3;477;2;12;4;212.75;123;0;851.0;492;359.0;Teclado;Tecnología;123;212.75;Alex Torres;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;9;September;2025-09
612;2025-03-09;16;267;5;10;3;142.24;105;5;405.38;315;90.38;Mochila;Moda;105;142.24;Luis Flores;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;3;March;2025-03
613;2024-07-10;1;47;4;14;3;242.37;174;15;618.04;522;96.04;Audífonos;Tecnología;174;242.37;Valeria Castro;Lima;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;7;July;2024-07
614;2025-11-07;4;105;1;11;1;1059.28;606;15;900.39;606;294.39;Monitor;Tecnología;606;1059.28;Lucía Ramírez;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;11;November;2025-11
615;2024-10-19;13;477;4;14;5;770.23;523;0;3851.15;2615;1236.15;Polo;Moda;523;770.23;Alex Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;10;October;2024-10
